location;chrom;start;end;CIRCexplorer2_name;CircBank_Name;S04_P;S05_P;S14_P;S19_P;S16_N;S02_N;S23_N;S07_N
chr5:111595587-111602027;chr5;111595587;111602027;HSA_CIRCpedia_123619;hsa_circEPB41L4A_011;1;NA;NA;NA;NA;NA;NA;NA
chr12:100601440-100606306;chr12;100601440;100606306;HSA_CIRCpedia_119280;hsa_circACTR6_005;1;NA;NA;NA;NA;NA;NA;NA
chr13:42335263-42361679;chr13;42335263;42361679;HSA_CIRCpedia_10734;hsa_circKIAA0564_050;1;NA;NA;NA;NA;NA;NA;NA
chr20:47872344-47880020;chr20;47872344;47880020;HSA_CIRCpedia_145588;hsa_circZNFX1_011;1;NA;NA;NA;NA;NA;NA;NA
chr18:22020459-22023116;chr18;22020459;22023116;HSA_CIRCpedia_23519;hsa_circIMPACT_007;1;NA;NA;NA;NA;NA;NA;NA
chr10:26781255-26792203;chr10;26781255;26792203;HSA_CIRCpedia_75900;NA;2;NA;NA;NA;NA;NA;NA;NA
chr8:17804694-17817953;chr8;17804694;17817953;HSA_CIRCpedia_166233;NA;1;NA;NA;NA;NA;NA;NA;NA
chr3:19431972-19498474;chr3;19431972;19498474;HSA_CIRCpedia_44938;hsa_circKCNH8_009;1;NA;NA;NA;NA;NA;NA;NA
chr4:20703763-20711396;chr4;20703763;20711396;HSA_CIRCpedia_164758;NA;1;NA;NA;NA;NA;NA;NA;NA
chr15:52250938-52254690;chr15;52250938;52254690;HSA_CIRCpedia_162342;NA;2;NA;NA;NA;NA;NA;NA;NA
chr17:7011154-7012207;chr17;7011154;7012207;HSA_CIRCpedia_22247;hsa_circASGR2_001;1;NA;NA;NA;NA;NA;NA;NA
chr2:223765391-223799405;chr2;223765391;223799405;HSA_CIRCpedia_39821;hsa_circACSL3_010;1;NA;NA;NA;NA;NA;NA;NA
chr13:95686858-95724107;chr13;95686858;95724107;HSA_CIRCpedia_118901;NA;1;NA;NA;NA;NA;NA;NA;NA
chr9:78638653-78641953;chr9;78638653;78641953;HSA_CIRCpedia_64431;hsa_circPCSK5_006;3;NA;NA;NA;NA;NA;NA;NA
chr4:154191486-154197282;chr4;154191486;154197282;HSA_CIRCpedia_47777;hsa_circTRIM2_004;2;NA;NA;NA;NA;NA;NA;NA
chr1:113119607-113143470;chr1;113119607;113143470;HSA_CIRCpedia_69171;hsa_circST7L_023;1;2;NA;NA;NA;NA;NA;NA
chr10:134421418-134464009;chr10;134421418;134464009;HSA_CIRCpedia_1028;hsa_circINPP5A_004;1;NA;NA;NA;NA;NA;NA;NA
chr17:62587201-62594608;chr17;62587201;62594608;HSA_CIRCpedia_22062;hsa_circSMURF2_006;3;1;NA;NA;NA;NA;NA;NA
chr6:135621637-135667934;chr6;135621637;135667934;hsa-circ-AHI1-overlap.7;NA;1;NA;NA;NA;NA;NA;NA;NA
chr4:123130313-123132250;chr4;123130313;123132250;HSA_CIRCpedia_47325;NA;2;NA;NA;NA;NA;NA;NA;NA
chr4:103644027-103655728;chr4;103644027;103655728;hsa-circ-MANBA-overlap.22;hsa_circMANBA_004;1;NA;NA;NA;NA;NA;NA;NA
chr10:88930234-88946957;chr10;88930234;88946957;HSA_CIRCpedia_119957;NA;2;NA;NA;NA;NA;NA;NA;NA
chr4:71690010-71693753;chr4;71690010;71693753;HSA_CIRCpedia_49022;hsa_circGRSF1_009;1;NA;NA;NA;NA;NA;NA;NA
chr2:136700947-136719068;chr2;136700947;136719068;HSA_CIRCpedia_38011;hsa_circDARS_003;1;NA;NA;NA;NA;NA;NA;NA
chr10:81070680-81070941;chr10;81070680;81070941;HSA_CIRCpedia_2540;hsa_circZMIZ1_015;1;NA;NA;NA;NA;NA;NA;NA
chr9:98734214-98740497;chr9;98734214;98740497;HSA_CIRCpedia_64814;NA;1;NA;NA;NA;NA;NA;NA;NA
chr8:68188210-68200300;chr8;68188210;68200300;HSA_CIRCpedia_179186;NA;1;NA;NA;NA;NA;NA;NA;NA
chr5:79729927-79770649;chr5;79729927;79770649;HSA_CIRCpedia_52787;hsa_circZFYVE16_005;2;NA;NA;NA;NA;NA;NA;NA
chr12:64858113-64860862;chr12;64858113;64860862;HSA_CIRCpedia_71844;NA;1;NA;NA;NA;NA;NA;NA;NA
chr10:98618048-98704002;chr10;98618048;98704002;hsa-circ-LCOR-overlap.13;hsa_circLCOR_005;1;NA;NA;NA;NA;NA;NA;NA
chr10:121596407-121602107;chr10;121596407;121602107;hsa-circ-MCMBP.40;hsa_circMCMBP_014;2;NA;NA;NA;NA;NA;NA;NA
chr17:80361812-80364358;chr17;80361812;80364358;HSA_CIRCpedia_22868;hsa_circC17orf101_004;1;NA;NA;NA;NA;NA;NA;NA
chr12:12788710-12788908;chr12;12788710;12788908;HSA_CIRCpedia_7628;hsa_circCREBL2_001;4;NA;NA;NA;NA;NA;NA;NA
chr7:129810239-129818367;chr7;129810239;129818367;HSA_CIRCpedia_56684;NA;2;NA;NA;NA;NA;NA;NA;NA
chr2:148811959-148936362;chr2;148811959;148936362;HSA_CIRCpedia_342944;NA;1;NA;NA;NA;NA;NA;NA;NA
chr11:23185041-23188338;chr11;23185041;23188338;hsa-circ-intronic.916;NA;3;NA;NA;NA;NA;NA;NA;NA
chr5:96058342-96065429;chr5;96058342;96065429;HSA_CIRCpedia_53086;hsa_circCAST_002;2;NA;NA;NA;NA;NA;NA;NA
chr9:98732857-98740497;chr9;98732857;98740497;HSA_CIRCpedia_140935;hsa_circERCC6L2_003;2;NA;NA;NA;NA;NA;NA;NA
chr2:44170825-44209573;chr2;44170825;44209573;HSA_CIRCpedia_41421;hsa_circLRPPRC_014;3;NA;NA;NA;NA;NA;NA;NA
chr20:43132455-43133532;chr20;43132455;43133532;HSA_CIRCpedia_34308;hsa_circSERINC3_017;3;NA;NA;NA;NA;NA;NA;NA
chr3:56696412-56707753;chr3;56696412;56707753;HSA_CIRCpedia_46461;hsa_circFAM208A_010;2;NA;NA;NA;NA;NA;NA;NA
chr1:184559872-184567595;chr1;184559872;184567595;HSA_CIRCpedia_29162;hsa_circC1orf21_002;1;NA;NA;NA;NA;NA;NA;NA
chr10:98988903-99025882;chr10;98988903;99025882;HSA_CIRCpedia_76706;hsa_circARHGAP19_006;1;NA;NA;NA;NA;NA;NA;NA
chr14:31787429-31844174;chr14;31787429;31844174;HSA_CIRCpedia_131144;hsa_circHEATR5A_037;1;NA;NA;NA;NA;NA;NA;NA
chr1:150788734-150795821;chr1;150788734;150795821;HSA_CIRCpedia_109342;NA;1;NA;NA;NA;NA;NA;NA;NA
chr12:123068824-123073363;chr12;123068824;123073363;HSA_CIRCpedia_7370;hsa_circKNTC1_073;1;NA;NA;NA;NA;NA;NA;NA
chr17:35797838-35825645;chr17;35797838;35825645;HSA_CIRCpedia_129713;hsa_circTADA2A_015;2;NA;NA;NA;NA;NA;NA;NA
chr12:53459510-53460476;chr12;53459510;53460476;hsa-circ-SPRYD3-overlap.1;NA;1;NA;NA;NA;NA;NA;NA;NA
chr8:141745349-141774389;chr8;141745349;141774389;HSA_CIRCpedia_60217;hsa_circPTK2_095;1;NA;NA;NA;NA;NA;NA;NA
chr4:83857133-83900159;chr4;83857133;83900159;HSA_CIRCpedia_49322;NA;1;NA;NA;NA;NA;NA;NA;NA
chr2:44161328-44175338;chr2;44161328;44175338;HSA_CIRCpedia_352836;hsa_circLRPPRC_067;2;NA;NA;NA;NA;NA;NA;NA
chr1:36469941-36492899;chr1;36469941;36492899;HSA_CIRCpedia_31616;hsa_circEIF2C3_011;3;1;NA;NA;NA;NA;NA;3
chr3:52238708-52242263;chr3;52238708;52242263;HSA_CIRCpedia_46309;hsa_circALAS1_004;1;NA;NA;NA;NA;NA;NA;NA
chr11:57449893-57456137;chr11;57449893;57456137;HSA_CIRCpedia_4720;hsa_circZDHHC5_001;2;NA;NA;NA;NA;NA;NA;NA
chr3:127429418-127441409;chr3;127429418;127441409;HSA_CIRCpedia_43439;hsa_circMGLL_006;1;NA;NA;NA;NA;NA;NA;NA
chr2:33477743-33526711;chr2;33477743;33526711;HSA_CIRCpedia_40993;NA;1;NA;NA;NA;NA;NA;NA;NA
chr10:94381141-94390121;chr10;94381141;94390121;HSA_CIRCpedia_155850;NA;2;NA;NA;NA;NA;NA;NA;NA
chr3:195006524-195029566;chr3;195006524;195029566;HSA_CIRCpedia_165414;NA;1;NA;NA;NA;NA;NA;NA;NA
chr15:44884528-44892830;chr15;44884528;44892830;HSA_CIRCpedia_14545;hsa_circSPG11_054;1;NA;NA;NA;NA;NA;NA;NA
chr6:121411998-121427448;chr6;121411998;121427448;hsa-circ-TBC1D32-overlap.5;NA;1;NA;NA;NA;NA;NA;NA;NA
chr5:125882015-125887829;chr5;125882015;125887829;HSA_CIRCpedia_366939;NA;2;NA;NA;NA;NA;NA;NA;NA
chr4:96025558-96036938;chr4;96025558;96036938;HSA_CIRCpedia_159057;hsa_circBMPR1B_006;1;NA;NA;NA;NA;NA;NA;NA
chr3:37340778-37360685;chr3;37340778;37360685;hsa-circ-GOLGA4.55;NA;2;NA;NA;NA;NA;NA;NA;NA
chr2:128075204-128088081;chr2;128075204;128088081;HSA_CIRCpedia_37772;NA;1;NA;NA;NA;NA;NA;NA;NA
chr10:69726439-69773911;chr10;69726439;69773911;hsa-circ-HERC4-overlap.23;hsa_circHERC4_045;1;NA;NA;NA;NA;NA;NA;NA
chr1:174340116-174363283;chr1;174340116;174363283;HSA_CIRCpedia_28855;hsa_circRABGAP1L_029;1;NA;NA;NA;NA;NA;NA;NA
chr2:215617170-215657169;chr2;215617170;215657169;HSA_CIRCpedia_39560;hsa_circBARD1_012;1;NA;NA;NA;NA;NA;NA;NA
chr6:86235843-86246642;chr6;86235843;86246642;HSA_CIRCpedia_153431;NA;1;NA;NA;NA;NA;NA;NA;NA
chr5:130840318-130843900;chr5;130840318;130843900;HSA_CIRCpedia_365968;NA;2;NA;NA;NA;NA;NA;NA;NA
chr2:24194145-24207701;chr2;24194145;24207701;HSA_CIRCpedia_40293;hsa_circUBXN2A_008;1;NA;NA;NA;NA;NA;NA;NA
chr20:47351082-47364417;chr20;47351082;47364417;HSA_CIRCpedia_34516;NA;1;NA;NA;NA;NA;NA;NA;NA
chr1:77042530-77043026;chr1;77042530;77043026;hsa-circ-ST6GALNAC3-overlap.8;NA;1;NA;NA;NA;NA;NA;NA;NA
chr2:28999716-29016863;chr2;28999716;29016863;HSA_CIRCpedia_40657;hsa_circPPP1CB_005;2;NA;NA;NA;NA;NA;NA;NA
chr16:25066139-25143844;chr16;25066139;25143844;hsa-circ-LCMT1-overlap.3;NA;2;NA;NA;NA;NA;NA;NA;NA
chr14:76620696-76662315;chr14;76620696;76662315;HSA_CIRCpedia_13155;hsa_circC14orf118_004;1;NA;NA;NA;NA;NA;NA;NA
chr17:40497576-40500538;chr17;40497576;40500538;HSA_CIRCpedia_20766;hsa_circSTAT3_006;3;1;NA;NA;NA;NA;NA;NA
chr5:61658276-61659726;chr5;61658276;61659726;HSA_CIRCpedia_52082;hsa_circKIF2A_028;4;NA;NA;NA;NA;NA;NA;4
chr3:71733722-71743092;chr3;71733722;71743092;hsa-circ-EIF4E3-overlap.59;hsa_circEIF4E3_013;1;NA;NA;NA;NA;NA;NA;1
chr20:8737692-8746005;chr20;8737692;8746005;HSA_CIRCpedia_152953;NA;1;NA;NA;NA;NA;NA;NA;NA
chr1:205567582-205593019;chr1;205567582;205593019;HSA_CIRCpedia_29655;NA;1;1;NA;NA;NA;NA;NA;NA
chr18:60497267-60506142;chr18;60497267;60506142;HSA_CIRCpedia_24166;hsa_circPHLPP1_004;1;NA;NA;NA;NA;NA;NA;NA
chr5:131926915-131931502;chr5;131926915;131931502;HSA_CIRCpedia_136885;hsa_circRAD50_005;2;1;NA;NA;NA;NA;NA;4
chr7:91755566-91756945;chr7;91755566;91756945;HSA_CIRCpedia_132790;hsa_circCYP51A1_006;2;NA;NA;NA;NA;NA;NA;NA
chr21:34783141-34805178;chr21;34783141;34805178;HSA_CIRCpedia_96501;NA;2;NA;NA;NA;NA;NA;NA;NA
chr14:71479716-71502874;chr14;71479716;71502874;HSA_CIRCpedia_12894;hsa_circPCNX_067;2;NA;NA;NA;NA;NA;NA;NA
chr1:232551239-232568217;chr1;232551239;232568217;HSA_CIRCpedia_30530;hsa_circSIPA1L2_017;1;NA;NA;NA;NA;NA;NA;NA
chr1:231935853-231954263;chr1;231935853;231954263;HSA_CIRCpedia_69319;hsa_circTSNAX-DISC1_009;1;NA;NA;NA;NA;NA;NA;NA
chr1:174606512-174781098;chr1;174606512;174781098;HSA_CIRCpedia_28860;NA;1;NA;NA;NA;NA;NA;NA;NA
chr4:71628235-71660611;chr4;71628235;71660611;HSA_CIRCpedia_363860;NA;1;NA;NA;NA;NA;NA;NA;NA
chr4:102942670-102946666;chr4;102942670;102946666;hsa-circ-BANK1.4;NA;2;NA;NA;NA;NA;NA;NA;NA
chr2:135119845-135186010;chr2;135119845;135186010;HSA_CIRCpedia_69654;NA;4;NA;NA;NA;NA;NA;NA;NA
chr5:132426884-132435344;chr5;132426884;132435344;HSA_CIRCpedia_50185;NA;1;NA;NA;NA;NA;NA;NA;NA
chr1:10425157-10425706;chr1;10425157;10425706;HSA_CIRCpedia_27119;hsa_circKIF1B_086;2;NA;NA;NA;NA;NA;NA;NA
chr5:64520146-64522046;chr5;64520146;64522046;HSA_CIRCpedia_52168;hsa_circADAMTS6_044;1;NA;NA;NA;NA;NA;NA;NA
chrX:64295723-64333693;chrX;64295723;64333693;hsa-circ-intronic.14472;hsa_circTCONS_00017187_006;4;NA;NA;NA;NA;NA;NA;NA
chr8:62057886-62072057;chr8;62057886;62072057;hsa-circ-intronic.36400;hsa_circ_chr8_00022;1;NA;NA;NA;NA;NA;NA;NA
chr1:168205826-168212225;chr1;168205826;168212225;hsa-circ-SFT2D2-overlap.7;NA;1;NA;NA;NA;NA;NA;NA;NA
chr1:54502282-54513045;chr1;54502282;54513045;HSA_CIRCpedia_32468;hsa_circTMEM59_003;1;NA;NA;NA;NA;NA;NA;3
chr13:103459495-103486902;chr13;103459495;103486902;HSA_CIRCpedia_10035;hsa_circBIVM-ERCC5_004;3;NA;NA;NA;NA;NA;NA;NA
chr6:71195869-71212494;chr6;71195869;71212494;HSA_CIRCpedia_55424;hsa_circFAM135A_027;1;NA;NA;NA;NA;NA;NA;NA
chr13:78293666-78335245;chr13;78293666;78335245;HSA_CIRCpedia_11147;hsa_circSLAIN1_011;1;3;NA;NA;NA;NA;NA;NA
chr3:47762155-47777616;chr3;47762155;47777616;HSA_CIRCpedia_45961;hsa_circSMARCC1_038;5;NA;NA;NA;NA;NA;NA;NA
chr1:111434013-111437023;chr1;111434013;111437023;HSA_CIRCpedia_351277;NA;2;NA;NA;NA;NA;NA;NA;1
chr5:32397324-32404202;chr5;32397324;32404202;HSA_CIRCpedia_68602;hsa_circZFR_024;1;2;NA;NA;NA;NA;NA;NA
chr1:100476920-100480976;chr1;100476920;100480976;HSA_CIRCpedia_125087;NA;1;NA;NA;NA;NA;NA;NA;NA
chr14:103148231-103180954;chr14;103148231;103180954;HSA_CIRCpedia_11472;NA;1;NA;NA;NA;NA;NA;NA;NA
chr3:48572944-48573896;chr3;48572944;48573896;HSA_CIRCpedia_13763;hsa_circPFKFB4_012;1;NA;NA;NA;NA;NA;NA;NA
chr8:103323526-103373854;chr8;103323526;103373854;HSA_CIRCpedia_141710;NA;1;NA;NA;NA;NA;NA;NA;NA
chr3:114924087-114981777;chr3;114924087;114981777;hsa-circ-intronic.29059;hsa_circRP11-190P13.2_001;2;NA;NA;NA;NA;NA;NA;NA
chr3:47466974-47467659;chr3;47466974;47467659;HSA_CIRCpedia_45869;hsa_circSCAP_037;1;NA;NA;NA;NA;NA;NA;NA
chr1:62993821-63009416;chr1;62993821;63009416;HSA_CIRCpedia_108627;hsa_circDOCK7_044;2;NA;NA;NA;NA;NA;NA;NA
chr7:66262360-66264401;chr7;66262360;66264401;HSA_CIRCpedia_58576;hsa_circKCTD7_004;1;NA;NA;NA;NA;NA;NA;NA
chr13:43543229-43544806;chr13;43543229;43544806;HSA_CIRCpedia_160965;NA;1;NA;NA;NA;NA;NA;NA;NA
chr2:48725631-48742122;chr2;48725631;48742122;hsa-circ-PPP1R21-overlap.6;NA;1;NA;NA;NA;NA;NA;NA;NA
chr22:29130390-29130715;chr22;29130390;29130715;HSA_CIRCpedia_36263;hsa_circCHEK2_001;2;NA;NA;NA;NA;NA;NA;NA
chr10:89653781-89693008;chr10;89653781;89693008;HSA_CIRCpedia_143433;NA;1;NA;NA;NA;NA;NA;NA;NA
chr2:172182350-172188377;chr2;172182350;172188377;HSA_CIRCpedia_38587;hsa_circMETTL8_008;3;NA;NA;NA;NA;NA;NA;NA
chr20:45915972-45919018;chr20;45915972;45919018;HSA_CIRCpedia_157471;NA;1;NA;NA;NA;NA;NA;NA;NA
chr5:134113263-134124281;chr5;134113263;134124281;HSA_CIRCpedia_50268;NA;1;NA;NA;NA;NA;NA;NA;NA
chr17:40986531-40991029;chr17;40986531;40991029;HSA_CIRCpedia_20846;hsa_circPSME3_001;2;2;NA;NA;NA;NA;NA;NA
chr15:66599161-66601182;chr15;66599161;66601182;HSA_CIRCpedia_15336;hsa_circDIS3L_001;2;2;NA;NA;NA;NA;NA;NA
chr2:10794606-10811816;chr2;10794606;10811816;HSA_CIRCpedia_37374;hsa_circNOL10_004;1;NA;NA;NA;NA;NA;NA;NA
chr5:132038249-132038757;chr5;132038249;132038757;HSA_CIRCpedia_123682;NA;1;NA;NA;NA;NA;NA;NA;NA
chr10:35426709-35477316;chr10;35426709;35477316;HSA_CIRCpedia_371602;NA;1;NA;NA;NA;NA;NA;NA;NA
chr6:13642710-13644961;chr6;13642710;13644961;HSA_CIRCpedia_153357;NA;1;NA;NA;NA;NA;NA;NA;NA
chr13:42739466-42748280;chr13;42739466;42748280;HSA_CIRCpedia_69988;hsa_circDGKH_012;1;NA;NA;NA;NA;NA;NA;NA
chr2:48018065-48023202;chr2;48018065;48023202;HSA_CIRCpedia_41543;hsa_circMSH6_002;2;1;NA;NA;NA;NA;NA;NA
chr12:46591502-46592526;chr12;46591502;46592526;HSA_CIRCpedia_8487;hsa_circSLC38A1_025;2;NA;NA;NA;NA;NA;NA;NA
chr13:77791974-77807398;chr13;77791974;77807398;HSA_CIRCpedia_11133;hsa_circMYCBP2_049;2;NA;NA;NA;NA;NA;NA;NA
chr15:44629960-44630515;chr15;44629960;44630515;HSA_CIRCpedia_83082;hsa_circCASC4_009;4;NA;NA;NA;NA;NA;NA;NA
chr2:47202111-47233863;chr2;47202111;47233863;HSA_CIRCpedia_41520;NA;2;NA;NA;NA;NA;NA;NA;NA
chr14:32031273-32068585;chr14;32031273;32068585;HSA_CIRCpedia_11973;NA;2;NA;NA;NA;NA;NA;NA;NA
chr9:125616230-125659855;chr9;125616230;125659855;HSA_CIRCpedia_62599;hsa_circRC3H2_011;1;NA;NA;NA;NA;NA;NA;2
chr1:40878687-40882768;chr1;40878687;40882768;HSA_CIRCpedia_31828;hsa_circSMAP2_008;1;NA;NA;NA;NA;NA;NA;NA
chr6:30029291-30030110;chr6;30029291;30030110;hsa-circ-ZNRD1.2;NA;1;NA;NA;NA;NA;NA;NA;NA
chrX:17024343-17065605;chrX;17024343;17065605;HSA_CIRCpedia_373885;NA;1;1;NA;NA;NA;NA;NA;NA
chr21:17135209-17153065;chr21;17135209;17153065;hsa-circ-USP25-overlap.6;hsa_circUSP25_005;2;NA;NA;NA;NA;NA;NA;NA
chr10:76360136-76361919;chr10;76360136;76361919;hsa-circ-ADK-overlap.36;NA;2;NA;NA;NA;NA;NA;NA;NA
chr5:88119551-88119732;chr5;88119551;88119732;hsa-circ-MEF2C-overlap.28;hsa_circMEF2C_009;1;NA;NA;NA;NA;NA;NA;NA
chr6:7402835-7411684;chr6;7402835;7411684;HSA_CIRCpedia_99076;hsa_circRIOK1_006;2;NA;NA;NA;NA;NA;NA;NA
chr13:42784737-42793930;chr13;42784737;42793930;HSA_CIRCpedia_353400;NA;1;NA;NA;NA;NA;NA;NA;NA
chr12:45781943-45797319;chr12;45781943;45797319;HSA_CIRCpedia_149865;hsa_circANO6_013;1;NA;NA;NA;NA;NA;NA;NA
chr16:66547633-66551780;chr16;66547633;66551780;HSA_CIRCpedia_18107;hsa_circTK2_006;2;NA;NA;NA;NA;NA;NA;NA
chr15:91032092-91032264;chr15;91032092;91032264;hsa-circ-intronic.22863;NA;2;NA;NA;NA;NA;NA;NA;NA
chr17:79249768-79257302;chr17;79249768;79257302;HSA_CIRCpedia_22742;hsa_circSLC38A10_011;1;NA;NA;NA;NA;NA;NA;NA
chr2:201873695-201887655;chr2;201873695;201887655;HSA_CIRCpedia_39139;hsa_circFAM126B_012;2;1;NA;NA;NA;NA;NA;NA
chr6:20124638-20131430;chr6;20124638;20131430;HSA_CIRCpedia_54570;NA;1;1;NA;NA;NA;NA;NA;NA
chr6:101214440-101248380;chr6;101214440;101248380;HSA_CIRCpedia_146757;hsa_circASCC3_022;1;NA;NA;NA;NA;NA;NA;NA
chr2:99252979-99256691;chr2;99252979;99256691;HSA_CIRCpedia_42772;NA;1;NA;NA;NA;NA;NA;NA;NA
chr8:48830836-48840450;chr8;48830836;48840450;HSA_CIRCpedia_61293;hsa_circPRKDC_114;1;NA;NA;NA;NA;NA;NA;NA
chr2:55785910-55831212;chr2;55785910;55831212;HSA_CIRCpedia_41719;hsa_circSMEK2_006;1;NA;NA;NA;NA;NA;NA;NA
chr12:99074054-99080651;chr12;99074054;99080651;HSA_CIRCpedia_166883;NA;1;NA;NA;NA;NA;NA;NA;NA
chr5:145882937-145883569;chr5;145882937;145883569;HSA_CIRCpedia_365996;NA;1;NA;NA;NA;NA;NA;NA;NA
chr12:12980179-12982578;chr12;12980179;12982578;hsa-circ-DDX47-overlap.10;NA;1;NA;NA;NA;NA;NA;NA;NA
chr14:61262934-61346553;chr14;61262934;61346553;HSA_CIRCpedia_12560;hsa_circMNAT1_007;2;NA;NA;NA;NA;NA;NA;NA
chr3:160225894-160239698;chr3;160225894;160239698;HSA_CIRCpedia_179241;NA;1;NA;NA;NA;NA;NA;NA;NA
chr14:33004759-33046448;chr14;33004759;33046448;HSA_CIRCpedia_11989;hsa_circAKAP6_016;3;NA;NA;NA;NA;NA;NA;NA
chr5:138286859-138287573;chr5;138286859;138287573;HSA_CIRCpedia_101831;hsa_circSIL1_011;1;NA;NA;NA;NA;NA;NA;NA
chr1:156202110-156206274;chr1;156202110;156206274;HSA_CIRCpedia_28286;hsa_circPMF1_003;1;NA;NA;NA;NA;NA;NA;NA
chr17:25628813-25637200;chr17;25628813;25637200;HSA_CIRCpedia_19786;NA;1;NA;NA;NA;NA;NA;NA;NA
chr12:132249000-132262875;chr12;132249000;132262875;HSA_CIRCpedia_7678;hsa_circSFSWAP_011;1;2;NA;NA;NA;NA;NA;NA
chr2:219330732-219344438;chr2;219330732;219344438;HSA_CIRCpedia_135382;hsa_circUSP37_046;1;NA;NA;NA;NA;NA;NA;NA
chr22:24431891-24439546;chr22;24431891;24439546;HSA_CIRCpedia_36107;hsa_circCABIN1_004;1;1;NA;NA;NA;NA;NA;NA
chr2:37441006-37447616;chr2;37441006;37447616;HSA_CIRCpedia_91789;NA;1;2;NA;NA;NA;NA;NA;NA
chr17:1703150-1704318;chr17;1703150;1704318;HSA_CIRCpedia_19449;hsa_circSMYD4_007;3;NA;NA;NA;NA;NA;NA;NA
chr1:185335548-185343688;chr1;185335548;185343688;hsa-circ-intronic.1630;hsa_circTCONS_00001221_002;1;NA;NA;NA;NA;NA;NA;NA
chr21:34053805-34056429;chr21;34053805;34056429;HSA_CIRCpedia_35249;hsa_circSYNJ1_005;2;NA;NA;NA;NA;NA;NA;NA
chr11:58317258-58318705;chr11;58317258;58318705;HSA_CIRCpedia_4743;hsa_circLPXN_004;3;NA;NA;NA;NA;NA;NA;NA
chr1:21076215-21097566;chr1;21076215;21097566;HSA_CIRCpedia_351123;NA;1;NA;NA;NA;NA;NA;NA;NA
chr11:120769240-120838032;chr11;120769240;120838032;HSA_CIRCpedia_3516;NA;3;NA;NA;NA;NA;NA;NA;NA
chr8:133848784-133851827;chr8;133848784;133851827;HSA_CIRCpedia_367752;NA;1;NA;NA;NA;NA;NA;NA;NA
chr21:30418987-30422499;chr21;30418987;30422499;HSA_CIRCpedia_153016;NA;1;NA;NA;NA;NA;NA;NA;NA
chr14:92159469-92174580;chr14;92159469;92174580;HSA_CIRCpedia_172703;hsa_circCATSPERB_005;2;NA;NA;NA;NA;NA;NA;NA
chr5:145631273-145634655;chr5;145631273;145634655;HSA_CIRCpedia_50703;NA;1;NA;NA;NA;NA;NA;NA;NA
chr17:1264385-1268352;chr17;1264385;1268352;HSA_CIRCpedia_19275;hsa_circYWHAE_005;4;NA;NA;NA;NA;NA;NA;NA
chr14:24679553-24679974;chr14;24679553;24679974;HSA_CIRCpedia_11785;hsa_circCHMP4A_007;5;NA;NA;NA;NA;NA;NA;3
chr2:204137392-204144836;chr2;204137392;204144836;HSA_CIRCpedia_93390;hsa_circCYP20A1_014;1;NA;NA;NA;NA;NA;NA;NA
chr12:124495927-124497022;chr12;124495927;124497022;hsa-circ-ZNF664-overlap.3;hsa_circZNF664_006;1;NA;NA;NA;NA;NA;NA;NA
chr20:57572657-57581540;chr20;57572657;57581540;HSA_CIRCpedia_34849;hsa_circCTSZ_003;2;NA;NA;NA;NA;NA;NA;NA
chr17:62558888-62579662;chr17;62558888;62579662;HSA_CIRCpedia_79541;hsa_circSMURF2_023;1;NA;NA;NA;NA;NA;NA;NA
chr19:41847787-41850769;chr19;41847787;41850769;HSA_CIRCpedia_25996;NA;1;NA;NA;NA;NA;NA;NA;NA
chr2:86374824-86378643;chr2;86374824;86378643;HSA_CIRCpedia_92341;NA;1;NA;NA;NA;NA;NA;NA;1
chr7:139813290-139826623;chr7;139813290;139826623;HSA_CIRCpedia_57011;hsa_circJHDM1D_011;1;2;NA;NA;NA;NA;NA;NA
chr1:93089732-93104794;chr1;93089732;93104794;hsa-circ-EVI5-overlap.27;NA;3;NA;NA;NA;NA;NA;NA;NA
chr7:30590251-30591795;chr7;30590251;30591795;HSA_CIRCpedia_97400;NA;1;NA;NA;NA;NA;NA;NA;NA
chr12:108133159-108140201;chr12;108133159;108140201;HSA_CIRCpedia_6460;hsa_circPRDM4_011;1;NA;NA;NA;NA;NA;NA;NA
chr9:139368500-139372136;chr9;139368500;139372136;hsa-circ-SEC16A.42;NA;3;NA;NA;NA;NA;NA;NA;NA
chr3:27420739-27433299;chr3;27420739;27433299;HSA_CIRCpedia_45214;hsa_circSLC4A7_050;1;NA;NA;NA;NA;NA;NA;NA
chr8:141572551-141595410;chr8;141572551;141595410;HSA_CIRCpedia_60189;hsa_circEIF2C2_004;1;NA;NA;NA;NA;NA;NA;1
chr3:9406699-9426509;chr3;9406699;9426509;hsa-circ-THUMPD3-overlap.3;hsa_circTHUMPD3_006;1;NA;NA;NA;NA;NA;NA;NA
chr16:70064890-70068263;chr16;70064890;70068263;HSA_CIRCpedia_81974;NA;1;NA;NA;NA;NA;NA;NA;NA
chr4:76580249-76587233;chr4;76580249;76587233;HSA_CIRCpedia_49100;hsa_circG3BP2_005;1;NA;NA;NA;NA;NA;NA;NA
chr9:6849506-6937333;chr9;6849506;6937333;hsa-circ-KDM4C-overlap.103;hsa_circKDM4C_013;1;NA;NA;NA;NA;NA;NA;NA
chr11:95718694-95724887;chr11;95718694;95724887;HSA_CIRCpedia_6175;hsa_circMAML2_004;2;NA;NA;NA;NA;NA;NA;NA
chr3:10011402-10019130;chr3;10011402;10019130;HSA_CIRCpedia_42807;hsa_circTMEM111_004;2;NA;NA;NA;NA;NA;NA;NA
